GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
ZBED9	9	33	2	0	1	6	0	0	15
SCAPER	1251	2204	1162	1093	1091	1561	545	1936	1230
SCAP	6113	17207	5529	4912	4835	6528	4027	6448	5455
SCARA3	0	0	0	0	0	0	1	0	0
SCARA5	35	11	7	65	8	19	8	84	9
SCARB1	1687	4034	795	1337	650	1295	839	1178	1173
SCARB2	5733	16479	6665	3486	2929	6490	3921	5982	6630
SCARF1	814	2160	589	786	1631	2120	497	1194	780
SCARF2	260	687	214	361	440	421	107	355	166
SCARNA10	0	13	2	0	7	5	1	14	2
SCARNA11	0	0	0	0	0	0	0	0	0
SCARNA12	34	109	41	36	190	194	12	86	53
SCARNA14	0	0	5	0	3	0	0	0	0
SCARNA16	6	51	5	0	24	59	0	1	2
SNHG22	145	336	180	318	183	204	80	158	209
SCARNA18	0	0	0	0	0	0	0	0	0
SCARNA1	0	0	0	0	1	2	0	0	0
SCARNA20	1	17	4	0	6	0	2	3	3
SCARNA21	13	11	0	0	11	9	0	0	0
SCARNA22	0	0	0	0	0	0	0	0	0
SCARNA23	0	0	0	0	0	1	0	0	0
SCARNA2	13	44	1	18	42	25	20	68	9
SCARNA3	0	0	0	0	5	1	0	0	12
SCARNA5	0	0	1	0	11	14	3	0	20
SCARNA6	0	20	7	0	31	15	4	17	0
SCARNA7	4	17	0	0	10	12	0	0	0
SCARNA8	0	0	0	0	19	6	1	0	0
SCARNA9	182	264	80	599	138	155	61	218	73
SCCPDH	1474	5293	1822	1187	855	797	1480	1815	1650
SCD5	219	600	590	442	1838	703	260	662	453
SCD	1273	2136	703	528	332	694	474	977	822
SCEL	0	0	0	0	0	0	0	0	0
SCFD1	2891	4503	2014	1512	1877	2324	1631	1967	1983
SCFD2	953	2428	803	646	557	716	498	834	947
SCG2	0	0	0	0	7	26	0	0	0
SCG3	1	17	17	0	32	51	4	0	12
SCG5	5	0	2	0	23	9	0	0	15
SCGB1A1	0	0	0	0	5	6	0	9	0
SCGB1C1	11	134	22	58	5	2	13	17	73
SCGB1D1	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0
SCGB3A1	51	46	83	91	29	191	24	101	458
SCGB3A2	23	57	44	17	5	12	0	7	50
SCGB2B2	0	0	0	0	3	0	0	0	6
SCGN	0	0	0	0	0	0	0	0	0
SCHIP1	19	105	9	29	28	14	26	1	28
SCIN	100	120	29	66	224	109	25	75	62
SCLT1	1959	3681	1904	1376	2030	2887	1043	3123	2426
SCLY	1310	2937	1199	901	1150	1546	825	1225	1155
SCMH1	1098	2571	1026	769	835	1143	664	1421	1092
SCML1	124	294	81	162	1100	917	53	201	75
SCML2	123	276	111	113	171	244	79	139	122
SCML4	2118	4201	1740	1140	3046	3272	791	2161	1373
SCN10A	0	0	0	0	1	0	0	0	0
SCN11A	23	42	31	72	205	136	19	60	89
SCN1A	0	12	0	0	26	0	0	0	0
SCN1B	101	706	111	125	109	100	70	99	127
SCN2A	28	93	52	88	188	65	12	69	44
SCN2B	27	100	14	71	203	43	15	86	32
SCN3A	177	597	177	70	187	163	101	329	137
SCN3B	24	63	38	43	434	100	12	97	22
SCN4A	21	40	29	1	37	28	0	1	8
SCN4B	40	48	0	0	1	33	13	28	30
SCN5A	10	0	12	0	7	16	2	10	0
SCN7A	0	19	13	0	3	2	0	0	7
SCN8A	37	52	52	0	49	49	10	28	30
SCN9A	51	374	110	147	163	255	71	191	106
SCNM1	3799	11164	2734	3482	2689	3319	2607	4684	3812
SCNN1A	111	150	43	20	100	68	79	80	89
SCNN1B	0	0	9	11	0	0	2	0	0
SCNN1D	33	116	68	49	970	382	47	88	25
SCNN1G	7	0	9	20	100	26	3	3	9
SCO1	978	2161	666	548	486	945	367	835	660
SCO2	2869	12642	2756	3026	7921	7477	1502	4987	3436
SCOC	1797	3597	1825	1100	740	880	1251	2186	1831
SCP2	9207	19470	8063	5964	3422	6497	5421	11098	10051
SCPEP1	11606	42517	11380	7990	5507	11553	9118	15480	15724
SCRG1	6	0	7	26	5	9	3	0	8
SCRIB	4326	12104	4166	3869	5051	7364	2865	5335	4355
SCRN1	4016	8082	3248	1985	1827	3669	1959	3247	3772
SCRN2	1399	3278	1212	1537	1418	2154	852	1680	1609
SCRN3	787	1142	593	467	417	672	364	765	580
SCRT1	0	0	0	0	0	0	3	0	1
SCRT2	0	0	0	0	0	0	0	0	1
SCTR	0	0	0	0	5	0	0	0	0
SCT	37	288	61	257	59	130	16	124	115
SCUBE1	41	77	22	34	7	22	20	1	19
SCUBE2	10	148	10	0	51	24	5	0	6
SCUBE3	0	0	37	25	78	79	1	1	4
SCX	18	32	12	0	72	28	2	7	7
SCYL1	5536	14760	5172	3989	4030	5729	3816	6312	5365
SCYL2	3493	6937	3729	1549	2230	4393	2515	3565	3736
SCYL3	1399	2504	1044	766	1051	1236	565	1536	861
SDAD1	4531	7397	4692	2554	2245	3070	2224	3838	3514
SDC1	81	71	47	29	25	15	42	45	29
SDC2	66	250	53	66	10	57	46	48	125
SDC3	547	1866	577	571	388	891	395	702	528
SDC4	249	723	226	143	154	155	151	164	221
SDCBP2	73	82	26	82	105	76	52	99	96
SDCBP	21091	50757	18014	13285	7023	14644	13708	19161	19466
NEMF	5284	10705	5123	7533	7175	7361	3133	9099	6540
SDCCAG3	2654	7753	2493	2151	3144	3788	1763	3181	2475
SDCCAG8	2090	5074	1917	1661	2116	2024	1238	1972	2050
SDF2L1	2916	7604	2415	3413	1182	1897	1975	4169	3468
SDF2	1668	4205	1521	1413	954	1317	1137	2325	2103
SDF4	14932	44452	15701	13823	9577	13267	10208	19513	17961
SDHAF1	1373	4305	1216	1677	655	785	781	1881	1438
SDHAF2	3464	6843	2746	2195	1246	2206	1842	3896	3018
SDHAP1	380	571	287	345	1170	1748	186	478	294
SDHA	9506	27329	10345	6840	5462	8463	6136	13458	10010
SDHB	4985	13376	4815	3925	2051	3902	3556	6538	6355
SDHC	6279	15289	5071	3953	2198	3884	3649	6696	6457
SDHD	7433	14358	5815	3766	2170	4655	4038	7263	6618
SDK1	55	210	22	8	29	39	21	38	32
SDK2	1482	2719	906	743	618	822	306	866	629
SDPR	1421	11123	5161	1894	2182	2403	3127	5323	4227
SDR16C5	19	0	15	22	13	3	27	31	0
SDR39U1	2302	5903	1531	2176	5088	4847	1409	2682	2237
SDR42E1	157	231	78	14	100	114	81	106	79
SDR9C7	0	0	0	0	0	0	0	0	0
SDSL	367	1280	237	404	418	346	156	240	301
SDS	104	63	38	23	40	57	26	8	52
SEBOX	0	0	0	0	2	0	0	5	0
SEC11A	12043	32205	12168	9446	4738	8717	8395	15930	13324
SEC11C	3425	7439	3188	2504	1644	2100	2828	4085	3625
SEC13	5215	13962	4465	3593	2514	4234	3749	5761	5408
SEC14L1	8601	21283	7619	6177	5405	12631	5318	10401	8961
SEC14L2	540	1109	389	493	300	241	339	534	276
SEC14L3	9	13	8	0	50	12	0	21	16
SEC14L4	40	122	62	133	455	238	34	172	79
SEC14L5	53	464	203	78	262	89	165	73	156
SEC16A	12225	25133	10225	7804	8319	13715	7557	11892	10513
SEC16B	45	71	58	27	157	117	3	19	13
SEC1P	187	605	145	205	275	167	151	277	214
SEC22A	749	1652	627	647	1318	1010	440	758	711
SEC22B	3368	5888	2503	1369	1602	2541	1774	2408	2283
SEC22C	1586	3021	1250	948	1109	1325	801	1666	1648
SEC23A	3856	7101	3824	1735	1551	2820	2190	3304	2894
SEC23B	5333	10000	4157	2676	1776	3447	3328	4931	4395
SEC23IP	2641	4997	2180	1586	1451	2395	1609	2518	2134
SEC24A	2720	4400	2398	1064	1252	2265	1406	2420	1924
SEC24B	2816	5930	3195	1457	3443	5369	1662	2984	2615
SEC24C	7125	14452	6046	5443	10641	13505	4226	7823	6045
SEC24D	3221	5649	2961	2052	1507	3036	2543	3184	3143
SEC31A	11878	22780	11328	5825	5299	10243	8670	10853	10763
SEC31B	245	426	257	190	6454	6473	60	241	245
SEC61A1	20923	49128	20114	14632	10758	17738	13856	22293	19433
SEC61A2	99	292	98	62	581	802	72	166	110
SEC61B	4753	12615	4220	5162	1835	2898	3075	6028	5180
SEC61G	3083	6129	2477	3395	1438	1847	2019	4342	3592
SEC62	16674	39916	13839	17736	9059	11563	9651	19764	15878
SEC63	7879	16388	7609	4169	5110	7489	5432	8884	7311
SECISBP2L	3817	7148	3662	1706	2214	4155	1975	3479	2861
SECISBP2	3120	7691	2954	2314	5741	6683	1613	3449	2852
SECTM1	9330	47603	11551	8072	4045	9116	6793	17858	14215
SEH1L	1540	2330	1192	828	998	1282	753	1751	1049
SEL1L2	0	0	0	8	0	0	0	0	0
SEL1L3	8999	17033	8148	3078	4068	7272	5841	7542	6960
SEL1L	7276	13540	7227	3496	3678	7218	4794	6425	7805
SELENBP1	101	406	208	124	194	85	195	33	1402
SELE	8	0	0	0	12	0	0	0	3
SELL	87145	217797	70751	67011	23061	37164	52400	66479	69490
SELPLG	37141	84831	36599	31919	17230	24719	21920	47107	45070
SELP	326	1549	431	424	233	317	262	438	833
VIMP	2310	6356	2569	2078	1341	2167	1717	3507	3080
SEMA3A	16	0	10	0	27	8	16	0	33
SEMA3B	6	0	4	17	85	32	23	1	6
SEMA3C	623	1074	542	547	337	624	471	457	656
SEMA3D	0	16	19	0	30	23	23	0	4
SEMA3E	0	0	0	0	78	0	0	9	6
SEMA3F	0	14	0	0	2	0	6	0	0
SEMA3G	38	135	50	25	13	34	73	51	100
SEMA4A	9377	26814	8672	6220	3178	8083	8327	11101	11364
SEMA4B	5471	14915	4536	3818	3380	6077	3583	5600	5329
SEMA4C	1515	2164	1226	2039	4818	3039	798	2673	1404
SEMA4D	21260	46564	21189	18632	19356	21905	10209	20938	20820
SEMA4F	577	1284	540	564	561	640	305	616	553
SEMA4G	64	43	27	70	107	82	29	28	9
SEMA5A	242	194	213	174	316	235	189	371	338
SEMA5B	3	0	0	14	15	1	5	0	1
SEMA6A	39	193	64	82	376	352	21	135	38
SEMA6B	255	562	29	91	80	113	766	141	141
SEMA6C	146	417	159	342	271	350	120	169	139
SEMA6D	7	19	5	72	33	8	7	35	11
SEMA7A	475	847	392	533	431	791	247	650	593
SEMG1	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0
SENP1	1607	3022	1800	847	892	1411	963	1843	1364
SENP2	1623	3492	1535	921	1375	1940	1135	1689	1390
SENP3	3900	8421	3511	2756	3284	4590	2180	4238	3572
SENP5	2175	4311	2186	1798	3599	3592	1151	2828	2162
SENP6	6942	14378	7117	4146	6601	9015	3945	8062	7017
SENP7	2835	4827	2469	1247	2811	3535	1642	2511	2050
SENP8	27	118	32	39	15	24	21	8	56
SEPHS1	2495	5650	2551	1847	1109	1838	1490	2612	2738
SEPHS2	5279	14403	4985	3601	1961	3257	3283	4823	5723
SEPN1	7091	19472	5847	4450	3220	5510	4644	5821	6315
SEPP1	67	51	41	13	93	87	62	87	62
SEPSECS	596	848	393	371	1567	1618	234	686	514
SEPT10	531	977	413	285	233	266	376	484	547
SEPT11	3162	6039	3865	1791	1793	2575	2375	3234	2971
SEPT12	0	0	0	0	11	6	0	0	0
SEPT14	155	148	80	132	429	230	48	92	98
SEPT1	12063	22466	9646	10838	13485	12598	5747	11761	8837
SEPT2	23949	47212	20624	12674	12406	21687	15345	25594	20742
SEPT3	49	91	47	21	70	71	13	35	17
SEPT4	141	457	81	66	136	111	121	136	191
SEPT5	1639	22920	4013	3856	3963	1888	3000	4239	5173
SEPT6	29236	49380	19620	15562	12435	17427	11449	21919	17374
SEPT7	22702	46382	25662	13553	10128	17128	13202	28099	22907
SEPT8	700	1649	805	343	959	1053	441	686	688
SEPT9	86085	223663	77826	67063	42975	57779	50795	91959	78088
SEPW1	6652	15703	6215	6788	5721	4393	4171	9275	7431
MSRB1	7121	23745	5696	8448	2516	4923	5654	8807	8274
SERAC1	465	860	394	271	491	749	233	541	461
SERBP1	27584	56166	23219	16095	10184	17197	14933	27109	22676
SERF1A	1427	3459	1365	1325	1841	1426	604	2050	2160
SERF2	35280	109125	33632	35082	17181	23243	21704	45077	40366
SERGEF	1920	4847	1672	1658	1089	1295	1039	2458	1769
SERHL2	178	442	125	269	512	312	297	481	155
SERHL	698	1310	341	225	163	250	106	313	228
SERINC1	13776	27497	12514	8020	7170	10806	5929	13204	11117
SERINC2	647	1941	567	418	215	302	222	323	642
SERINC3	6916	12333	6076	3006	2924	4656	4248	6423	6090
SERINC4	35	74	68	19	407	339	7	132	52
SERINC5	1028	1679	754	333	745	740	456	647	579
SERP1	29672	77925	23607	24823	12191	18894	19413	33861	31381
SERP2	27	0	14	23	35	17	16	57	31
SERPINA10	9	21	25	0	53	23	0	11	0
SERPINA11	0	0	0	0	0	0	0	13	0
SERPINA12	0	0	0	0	5	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0	0
SERPINA1	53653	242028	81940	44601	29071	57703	42704	87965	101461
SERPINA4	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0
SERPINA9	0	14	0	0	0	0	0	0	0
SERPINB10	24	79	14	100	21	25	43	44	168
SERPINB11	3	0	3	7	19	2	0	7	3
SERPINB12	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	12	0	0	0	0
SERPINB1	14564	45198	13183	10656	6137	12086	13136	16774	18294
SERPINB2	94	70	79	40	35	67	132	104	83
SERPINB3	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	0	0
SERPINB5	0	13	0	6	49	11	4	11	1
SERPINB6	8404	24858	8847	6677	7717	9136	5262	10792	9723
SERPINB7	0	0	0	0	0	0	0	0	0
SERPINB8	3061	6218	2472	1111	1351	2595	2080	2558	2526
SERPINB9	5579	10809	6295	3724	5922	7677	2922	7906	5524
SERPINC1	4	0	35	27	3	10	6	0	17
SERPIND1	2	0	0	0	4	4	0	0	0
SERPINE1	429	1712	391	714	5090	870	190	676	683
SERPINE2	639	1228	434	760	134	91	480	532	214
SERPINE3	2	0	3	0	8	5	0	0	0
SERPINF1	767	1656	590	716	769	2024	527	1042	889
SERPINF2	189	818	187	300	224	199	167	402	313
SERPING1	479	3420	886	498	374	1198	361	1231	845
SERPINH1	578	1134	300	317	411	386	252	484	340
SERPINI1	372	566	554	244	153	282	142	325	381
SERPINI2	9	37	5	0	23	55	0	11	14
SERTAD1	923	2521	914	980	965	820	912	2041	1809
SERTAD2	4853	12727	5335	3277	4364	9392	3102	7007	5721
SERTAD3	2889	10394	3283	3061	2490	4272	1988	6007	5713
SERTAD4	0	0	0	0	36	0	0	0	0
SESN1	1691	3452	1446	1121	3060	2438	515	2136	1593
SESN2	1274	2401	1273	1050	1966	2046	897	2584	1712
SESN3	992	1870	943	342	384	790	614	415	1440
SESTD1	1383	3500	1864	764	1164	3257	1019	2061	1927
SETBP1	1129	2424	2064	724	1359	2701	715	2201	1724
SETD1A	6333	14386	6070	4215	4239	6457	3788	6325	5745
SETD1B	6621	13545	5450	4728	7677	11265	3020	6614	4853
SETD2	9791	20398	10879	5450	8632	14028	6240	12994	10650
SETD3	6157	15654	6829	4494	3244	5073	4340	8202	7218
SETD4	633	1755	613	592	1778	1402	316	946	563
SETD5	5949	14639	6012	5607	8306	11444	3148	7624	5875
SETD6	379	858	333	375	837	927	326	452	379
SETD7	2148	5151	1611	1274	1291	2263	933	1594	1918
KMT5A	2133	5931	2357	1735	2634	3741	1434	2663	2565
SETDB1	3372	8559	3067	2351	3928	5041	2275	3846	3180
SETDB2	2569	4931	2543	1394	2050	2883	1304	2643	2208
SETMAR	433	956	446	342	472	415	242	392	444
SETX	17547	36077	18110	9191	9910	19559	10004	18112	16481
SET	38885	91037	37895	27899	16652	28350	23994	46652	41915
SEZ6L2	2	9	0	1	22	1	0	0	4
SEZ6L	200	627	344	86	126	174	160	169	343
SEZ6	5	11	8	9	16	27	5	11	2
SF1	32990	81792	30198	26969	32515	38048	19420	36276	28889
SF3A1	19686	45679	19260	11785	8820	15648	12576	20079	18513
SF3A2	8608	23808	7018	6820	4892	7028	5693	9091	7965
SF3A3	8327	16417	7129	5103	5661	6293	4730	8660	7023
SF3B6	3431	8128	3433	2731	1472	2450	2188	4044	3622
SF3B1	19057	34537	18381	11289	47872	71959	10985	23454	20043
SF3B2	26657	64047	25520	18161	14495	22426	16937	27540	26104
SF3B3	12202	21833	9884	7179	7094	8976	6107	12060	9638
SF3B4	6319	17539	6406	4492	4194	5762	4578	7945	7709
SF3B5	7812	20950	7147	7156	4219	5855	5154	10222	8669
SUGP1	2700	7542	2353	2172	2205	2683	1689	3012	2396
SFI1	2595	6619	2181	1767	6898	6937	1272	2664	2191
SFMBT1	1233	2655	1527	741	1141	1218	643	1536	1147
SFMBT2	1025	2364	920	458	984	1387	424	976	802
SFN	13	47	0	54	77	18	6	18	7
SFPQ	13608	34466	12327	10352	10668	17257	8918	15419	12721
SFRP1	0	0	0	0	0	2	0	7	7
SFRP2	4	0	10	0	1	1	5	14	2
SFRP4	0	0	0	0	4	12	0	0	4
SFRP5	348	267	299	52	59	92	112	161	23
SRSF11	7885	14671	6594	12344	27192	28699	4033	13801	8497
SREK1IP1	2768	5893	2884	3024	2305	2700	1789	4233	3179
SREK1	3366	6048	2463	4522	5993	6387	1690	5079	3524
SRSF10	3539	7652	3557	3507	8142	8756	1929	4924	3758
SRSF12	17	113	23	76	154	68	28	30	38
SUGP2	1401	2781	1447	1152	11717	15728	779	2044	1358
SCAF4	2753	6209	2914	2044	3034	4786	1735	3003	2721
CLASRP	1991	5783	1863	1792	7505	9562	1325	2593	2047
AKAP17A	7657	19147	7953	6323	16398	19270	4964	10769	8291
PNISR	12361	28406	12108	16437	23641	29308	7891	16293	13621
SRSF1	9665	18968	6642	5978	6648	8987	5025	9740	7129
SRSF8	9723	20223	9237	7231	6028	7078	4544	9702	7432
SCAF11	11929	22226	12102	6436	10426	14832	7351	13067	10427
SRSF2	12634	29598	11870	9212	18252	22100	7209	16911	13350
SRSF3	24300	57162	23819	21034	16378	22561	14361	36538	25065
SRSF4	7100	16142	6192	6191	8175	9750	4130	8692	6673
SRSF5	56242	107195	42007	40758	32936	40953	25308	57375	41900
SRSF6	18240	37109	14003	13760	32867	28063	9399	24666	15569
SRSF7	6975	16976	6739	4923	10802	12074	3799	9234	7474
SFSWAP	5355	13602	5184	4875	6440	8515	2978	6918	5560
SRSF9	10645	31829	9692	10645	6340	8599	6582	13085	11237
SFT2D1	1643	4432	1464	1079	874	1175	1177	2319	1939
SFT2D2	333	952	368	107	288	506	176	434	418
SFT2D3	2269	6012	1968	1897	1545	1860	1064	2551	2260
SFTA1P	2	12	0	0	0	4	0	0	0
SFTA2	0	0	0	0	4	0	0	0	0
SFTA3	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	5	0	0	0	0
SFTPA2	0	0	0	0	10	0	0	0	2
SFTPB	26	133	82	80	354	149	69	128	99
SFTPC	0	0	0	0	0	3	0	0	0
SFTPD	67	100	164	46	144	72	54	98	161
SFXN1	2434	4369	2349	1551	2550	2638	1187	2055	1861
SFXN2	298	624	259	331	466	432	102	322	244
SFXN3	3161	5583	2724	1716	2821	4056	1931	3419	3053
SFXN4	907	2084	759	822	635	1040	607	1224	771
SFXN5	1376	3537	970	1119	1242	2336	840	1558	1194
SGCA	15	28	17	28	4	10	19	11	47
SGCB	560	879	343	729	466	528	275	506	388
SGCD	72	0	62	9	143	262	13	157	116
SGCE	102	127	115	63	110	98	36	90	52
SGCG	0	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	12	0	0	0	12
ARHGEF26	42	42	40	89	271	110	14	38	35
SGIP1	3	0	0	0	23	0	0	0	5
POMK	106	202	108	112	267	295	64	165	59
SGK1	1707	5038	1543	1286	1621	1968	1277	2475	1844
PEAK1	1329	2858	1300	934	2287	3629	667	1622	1160
SGK2	1	0	0	0	20	27	5	3	5
SGK3	2680	4960	2072	1820	1894	2805	1473	2361	2452
SGMS1	1444	3498	1364	700	767	1778	806	1590	1303
SGMS2	963	1776	630	221	306	965	466	688	811
SGOL1	93	170	102	87	162	113	60	92	60
SGOL2	375	761	430	258	173	289	245	288	407
SGPL1	4473	11128	4839	2818	2752	4546	2953	4943	5510
SGPP1	1931	4404	2482	1220	1254	1807	1016	2057	2145
SGPP2	92	265	134	119	112	130	123	150	158
SGSH	4469	15948	4991	4798	7095	8091	3669	6680	4636
SGSM1	158	253	206	147	516	356	115	507	189
SGSM2	2800	6257	2515	1734	10989	10626	1497	2774	1964
SGSM3	4099	11068	3451	3191	8259	10004	2365	4449	3411
SGTA	5421	14495	5002	4994	3417	4401	3233	7397	5381
SGTB	3328	5923	2592	1941	3182	3012	1589	2853	2442
SH2B1	3783	10640	2959	3132	6171	7013	1977	4040	3566
SH2B2	1840	5818	1495	1228	981	1431	1114	1933	1813
SH2B3	11897	26786	11205	6737	9478	13316	6407	14481	13312
SH2D1A	3828	5412	3337	2518	2107	2132	1644	5240	2524
SH2D1B	2173	4311	3607	1616	1071	1691	1790	4674	4673
SH2D2A	2073	4252	3216	1544	2601	3386	1284	5203	2892
SH2D3A	1928	3906	1333	1760	1979	1589	794	1608	1199
SH2D3C	6558	16340	6051	4747	5556	6966	3293	6887	6557
SH2D4A	17	25	0	7	13	8	9	5	15
SH2D4B	0	16	0	6	27	15	4	34	6
SH2D5	8	0	0	0	5	2	0	0	0
SH2D6	36	134	36	89	198	77	30	90	59
SH2D7	0	0	0	4	0	0	0	0	0
SH3BGRL2	288	2612	884	578	577	511	584	997	1166
SH3BGRL3	61891	205890	62288	53781	34439	48369	47553	88776	83892
SH3BGRL	20349	55050	21989	12815	8238	17739	15825	27811	28186
SH3BGR	99	310	54	81	47	27	16	124	38
SH3BP1	13155	35743	15335	11585	9171	13169	9701	18107	15964
SH3BP2	6006	19001	6815	5926	15570	22601	4256	9898	7992
SH3BP4	368	852	278	253	142	391	198	330	402
SH3BP5L	2345	5306	1401	1546	946	1407	1079	1672	1512
SH3BP5	11517	21979	8669	6236	6125	9330	5882	11543	12177
SH3D19	81	258	85	163	311	284	31	186	131
SH3GL1	3966	9393	3516	3293	2953	3901	2137	4128	4175
SH3GL2	1	0	0	0	3	4	1	0	2
SH3GL3	12	116	28	43	122	59	23	40	32
SH3GLB1	10624	22437	10705	6196	5669	10700	7360	12751	11509
SH3GLB2	4591	13361	3904	3915	4908	5300	2123	4564	3929
SH3KBP1	23368	53776	21911	15279	10238	17377	15188	26462	23355
SH3PXD2A	1359	2371	814	534	1089	1558	703	1151	1407
SH3PXD2B	197	901	133	156	94	229	107	136	282
SH3RF1	282	477	319	237	272	378	95	329	254
SH3RF2	54	168	98	185	286	233	44	138	107
SH3RF3	622	686	263	432	176	241	213	405	358
SH3TC1	4905	15703	5559	4705	6125	9358	3095	9043	6656
SH3TC2	69	318	202	111	534	323	107	174	206
SH3YL1	5930	9686	5533	2993	3058	2461	2800	3413	4769
SHANK1	108	88	97	37	35	132	21	30	9
SHANK2	0	11	0	0	39	0	0	11	0
SHARPIN	3675	10914	3465	3394	3133	3983	2139	4063	4176
SHBG	5	0	0	11	13	9	10	4	0
SHB	226	371	181	99	208	133	89	249	325
SHC1	6996	15285	6214	4457	5319	6897	4187	7292	6532
SHC2	36	34	28	5	45	42	0	0	0
SHC3	0	0	0	0	12	1	0	0	0
SHC4	6	59	37	35	267	170	18	72	13
SHCBP1	310	266	167	152	275	280	147	116	220
SHD	47	355	23	133	127	296	89	44	141
SHE	100	279	115	190	502	188	50	263	219
SHFM1	2421	7353	2328	2913	1618	1646	1551	2839	2767
SHF	147	278	138	179	102	101	60	137	133
SHH	0	0	0	0	1	0	0	0	0
SHISA2	83	58	12	15	84	41	25	41	17
SHISA3	8	0	7	0	0	6	0	5	0
SHISA4	106	302	86	92	74	99	46	171	196
SHISA5	27365	70813	25169	23237	12162	17347	17671	30485	28138
SHISA6	0	0	0	0	1	0	0	0	0
SHISA7	0	0	0	0	2	0	0	0	3
SHISA9	219	565	290	462	1110	553	147	412	286
SHKBP1	19852	59528	19111	15691	12207	18408	14270	20348	21308
SHMT1	1409	3200	1043	997	1139	1009	741	1097	1256
SHMT2	6863	16769	5726	5687	2388	4186	4951	6825	6464
SHOC2	7436	14286	7459	3395	2831	4825	4099	6182	6322
SHOX2	1	16	13	0	40	10	17	1	6
SHOX	238	299	228	585	1501	534	150	660	272
SHPK	1053	1978	722	550	828	898	685	1266	965
SHPRH	968	1571	1191	476	1635	2142	474	962	892
SHQ1	1035	2291	931	605	531	830	502	1162	758
SHROOM1	1269	2805	584	1189	2091	761	404	718	727
SHROOM2	0	0	3	0	0	0	0	0	0
SHROOM3	38	63	42	78	233	132	12	77	34
SHROOM4	150	401	143	622	1955	285	129	410	151
SIAE	784	2423	586	579	929	711	493	757	799
SIAH1	616	1536	514	496	1323	1296	364	787	675
SIAH2	4246	12072	3865	3884	2886	3515	2468	5684	4991
SIAH3	15	8	2	0	80	10	1	0	15
SIDT1	3064	6089	2534	1693	2801	3960	1527	3386	2575
SIDT2	7723	19113	10093	4109	6369	11961	6022	10076	7606
SIGIRR	9596	23730	8949	8812	14957	13250	5213	11242	8091
SIGLEC10	5603	17250	5672	5439	8056	9849	4002	8554	12504
SIGLEC11	163	513	127	159	285	209	59	45	154
SIGLEC12	1	108	13	78	106	52	238	279	141
SIGLEC14	4652	11726	3376	2591	1898	4479	2869	2265	5149
SIGLEC15	276	279	47	116	81	111	98	86	56
SIGLEC1	1512	2969	933	855	1311	3182	686	720	478
SIGLEC5	2868	5926	1033	2396	1004	2771	898	3434	2709
SIGLEC6	120	208	106	110	82	302	56	93	92
SIGLEC7	2034	6701	2214	1456	769	1622	1600	2555	2443
SIGLEC8	44	94	70	134	359	130	9	118	63
SIGLEC9	2085	5627	1600	1212	1040	2301	1152	1610	1835
SIGLEC17P	697	607	627	805	524	776	476	2087	1049
SIGMAR1	3252	7140	2495	2208	1313	1631	1837	3258	2867
SIK1	5253	15394	5138	4597	10371	11915	2368	11526	5486
SIK2	1909	4781	2183	1208	1197	2664	1307	2495	2392
SIK3	6426	16140	5505	3663	4915	8441	4105	5622	5635
SIKE1	1891	3685	1608	1204	2273	3118	952	2686	1589
SIL1	2405	7507	2208	2200	1278	1843	1508	3029	2724
PMEL	30	92	1	0	101	94	9	44	0
SIM1	0	0	0	0	3	0	0	0	0
SIM2	49	63	63	39	339	143	27	149	63
SIN3A	9755	18814	9558	5897	5480	7854	5701	9182	7744
SIN3B	3173	6763	2614	2240	8163	10720	1673	2950	2517
GEMIN2	383	542	330	241	408	384	230	714	324
SIPA1L1	3309	9884	4479	1867	3262	5518	2783	3788	4061
SIPA1L2	487	910	510	404	436	946	420	547	840
SIPA1L3	3710	11329	3538	1980	2018	3615	2213	3088	3125
SIPA1	30278	86738	29258	24860	19495	30020	17011	36228	29810
SIRPA	15271	45240	10973	11083	4899	11157	10541	13916	15123
SIRPB1	5559	10972	7785	2978	5340	8196	7266	4127	6221
SIRPB2	4778	13816	2287	2293	2268	4880	3344	4338	4776
SIRPD	94	520	127	92	93	214	128	65	175
SIRPG	3849	7911	2352	2255	1253	1153	1391	2193	1526
SIRT1	3410	5775	2553	1715	1924	2639	1565	4148	2542
SIRT2	4582	15300	4964	3791	3730	5269	3665	6437	5967
